fiyat;model;yil;km;vites;yakit;renk;boyaDegisen
390000;Grande 1.4 Fire Active;2006;226000;Düz;LPG & Benzin;Gri; 4 boyalý 
700000;1.4 Pop S&S;2013;145000;Yarý Otomatik;LPG & Benzin;Siyah; 2 deðiþen 
579000;1.4 Lounge S&S;2012;206000;Yarý Otomatik;Benzin;Gri (Gümüþ); 1 deðiþen, 3 boyalý 
355000;Grande 1.4 Fire Active;2006;156467;Düz;Benzin;Beyaz; 1 deðiþen, 8 boyalý 
480000;Grande 1.4 Fire Active;2010;202000;Düz;Benzin;Siyah; 2 deðiþen, 2 boyalý 
475000;Grande 1.3 Multijet Active;2009;160000;Düz;Dizel;Gri (titanyum); Tamamý orijinal 
575000;EVO 1.3 Multijet Dynamic;2011;206000;Düz;Dizel;Beyaz; 1 boyalý 
495000;1.2 Pop;2014;115000;Düz;Benzin;Beyaz; 1 deðiþen, 1 boyalý 
440000;Grande 1.4 Starjet Dynamic;2006;184000;Düz;LPG & Benzin;Mavi; Tamamý orijinal 
518000;Grande 1.4 Fire Active;2011;146000;Düz;Benzin;Gri (Gümüþ); Tamamý orijinal 
500000;1.3 Multijet Easy;2012;255000;Düz;Dizel;Beyaz; Tamamý orijinal 
370000;Grande 1.3 Multijet Active;2006;205000;Düz;Dizel;Þampanya; Tamamý orijinal 
505000;1.3 Multijet Popstar;2013;172000;Düz;Dizel;Beyaz; Tamamý orijinal 
485000;1.3 Multijet Popstar;2015;181600;Düz;Dizel;Beyaz; 3 boyalý 
340000;Grande 1.3 Multijet Active;2008;279000;Düz;Dizel;Kýrmýzý; 2 deðiþen, 6 boyalý 
360000;Grande 1.3 Multijet Emotion;2006;330000;Düz;Dizel;Gri (titanyum); 6 boyalý 
620000;1.4 Popstar S&S;2016;96000;Düz;Benzin;Kýrmýzý; Tamamý orijinal 
340000;EVO 1.3 Multijet Dynamic;2011;257000;Düz;Dizel;Beyaz; 3 deðiþen, 10 boyalý 
505000;EVO 1.4 Fire Dynamic;2012;110000;Yarý Otomatik;LPG & Benzin;Beyaz; 3 deðiþen, 6 boyalý 
445000;EVO 1.3 Multijet Dynamic;2011;279000;Düz;Dizel;Gri; 2 boyalý 
520000;1.4 Popstar S&S;2016;216000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
375000;Grande 1.3 Multijet Fun;2009;160000;Düz;Dizel;Kýrmýzý; 11 boyalý 
440000;1.3 Multijet Pop;2012;205000;Düz;Dizel;Gri; 4 boyalý 
565000;1.4 Pop S&S;2013;57000;Düz;Benzin;Beyaz; Tamamý orijinal 
310000;1.3 Multijet Dynamic;2006;260000;Düz;Dizel;Beyaz; Tamamý orijinal 
510000;1.4 Easy S&S;2012;115000;Yarý Otomatik;Benzin;Siyah; 2 boyalý 
539000;Grande 1.4 Fire S&S;2012;136500;Yarý Otomatik;Benzin;Kýrmýzý; 1 deðiþen, 1 boyalý 
348000;Grande 1.3 Multijet Active;2008;345000;Düz;Dizel;Gri (Gümüþ); 2 deðiþen, 3 boyalý 
550000;EVO 1.4 Active;2011;92000;Yarý Otomatik;LPG & Benzin;Beyaz; Tamamý orijinal 
420000;Grande 1.3 Multijet Active;2007;255000;Düz;Dizel;Gri (titanyum); 2 boyalý 
492500;EVO 1.4 Active;2011;168000;Yarý Otomatik;LPG & Benzin;Beyaz; 3 boyalý 
520000;1.4 Easy S&S;2012;115000;Düz;Benzin;Beyaz; Tamamý orijinal 
495000;1.3 Multijet Pop;2013;230223;Düz;Dizel;Beyaz; Tamamý orijinal 
570000;1.4 Popstar S&S;2014;51000;Düz;Benzin;Siyah; Tamamý orijinal 
430000;1.3 Multijet Shine;2006;248000;Düz;Dizel;Gri; 3 boyalý 
503000;EVO 1.3 Multijet My Life;2012;155000;Düz;Dizel;Siyah; Tamamý orijinal 
440000;1.3 Multijet Popstar;2014;192000;Düz;Dizel;Beyaz; 1 deðiþen, 2 boyalý 
470000;EVO 1.3 Multijet Dynamic;2011;181000;Düz;Dizel;Gri; 3 boyalý 
332000;1.3 Multijet Dynamic;2004;216000;Düz;Dizel;Beyaz; 1 deðiþen, 5 boyalý 
460000;Grande 1.4 Fire Active;2008;121000;Yarý Otomatik;LPG & Benzin;Gri; 4 boyalý 
580000;1.3 Multijet Lounge;2012;128500;Yarý Otomatik;Dizel;Yeþil; 2 deðiþen, 4 boyalý 
360000;1.4 Dynamic;2004;113500;Düz;Benzin;Mavi; Tamamý orijinal 
399900;EVO 1.4 Active;2012;154000;Yarý Otomatik;LPG & Benzin;Beyaz; Tamamý orijinal 
510000;EVO 1.3 Multijet Active;2011;155000;Düz;Dizel;Beyaz; 1 deðiþen, 1 boyalý 
525000;EVO 1.3 Multijet Dynamic;2011;98000;Düz;Dizel;Siyah; Tamamý orijinal 
525000;1.4 Pop S&S;2012;124589;Düz;LPG & Benzin;Gri (Gümüþ); 5 boyalý 
468000;1.3 Multijet Popstar;2013;196265;Düz;Dizel;Beyaz; Tamamý orijinal 
540000;EVO 1.3 Multijet Active;2010;87000;Düz;Dizel;Gri (metalik); Tamamý orijinal 
499000;1.4 Pop S&S;2014;168000;Düz;LPG & Benzin;Beyaz; 3 boyalý 
420000;Grande 1.4 Fire Active;2010;115000;Düz;Benzin;Siyah; Tamamý orijinal 
620000;1.4 Popstar S&S;2017;45000;Düz;Benzin;Kýrmýzý; Tamamý orijinal 
477500;EVO 1.3 Multijet Dynamic;2009;172500;Düz;Dizel;Gri (metalik); Tamamý orijinal 
520000;1.4 Lounge S&S;2012;189000;Yarý Otomatik;LPG & Benzin;Beyaz; Tamamý orijinal 
625000;EVO 1.4 Fire Dynamic;2010;110000;Yarý Otomatik;Benzin;Gri (Gümüþ); 1 deðiþen 
435000;Grande 1.4 Fire Active;2008;190000;Yarý Otomatik;Benzin;Füme; 1 deðiþen, 7 boyalý 
420000;Grande 1.3 Multijet Active;2007;202000;Düz;Dizel;Beyaz; Tamamý orijinal 
353500;Grande 1.4 Fire Dynamic;2006;264000;Düz;Benzin;Gri (titanyum); 1 deðiþen, 9 boyalý 
405000;1.4 Easy S&S;2013;226000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
530000;1.4 Popstar S&S;2014;96000;Düz;LPG & Benzin;Beyaz; 3 boyalý 
330000;Grande 1.3 Multijet Active;2008;330000;Düz;Dizel;Gri (titanyum); Tamamý orijinal 
472000;Grande 1.4 Fire S&S;2011;110000;Düz;Benzin;Beyaz; 3 boyalý 
330000;Grande 1.4 Fire Active;2009;195000;Düz;Benzin;Gri; 1 deðiþen, 9 boyalý 
525000;1.4 Dynamic;2009;212000;Yarý Otomatik;LPG & Benzin;Gri (Gümüþ); Tamamý orijinal 
460000;Grande 1.4 Fire Active;2007;63000;Düz;LPG & Benzin;Füme; Tamamý orijinal 
400000;1.3 Multijet Pop;2012;253000;Düz;Dizel;Beyaz; 2 deðiþen, 6 boyalý 
295000;Grande 1.3 Multijet Emotion;2006;368000;Düz;Dizel;Kýrmýzý; Tamamý orijinal 
420000;EVO 1.4 Dynamic;2011;187251;Düz;LPG & Benzin;Siyah; 2 deðiþen, 2 boyalý 
532500;1.4 Pop S&S;2012;136500;Düz;Benzin;Siyah; Tamamý orijinal 
625000;EVO 1.4 Multiair Dynamic;2011;142000;Düz;Benzin;Beyaz; Tamamý orijinal 
374900;1.3 Multijet Pop;2012;275150;Düz;Dizel;Gri (Gümüþ); Tamamý orijinal 
550000;EVO 1.3 Multijet Dynamic;2011;217600;Düz;Dizel;Siyah; 2 boyalý 
470000;Grande 1.4 Fire Active;2006;129000;Düz;Benzin;Gri (titanyum); Tamamý orijinal 
355000;Grande 1.4 Fire Dynamic;2008;270000;Düz;LPG & Benzin;Siyah; 11 boyalý 
513000;EVO 1.3 Multijet Dynamic;2011;152000;Düz;Dizel;Beyaz; Tamamý orijinal 
560000;1.4 Easy S&S;2014;109500;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
395000;Grande 1.3 Multijet Active;2008;290000;Düz;Dizel;Kýrmýzý; 2 deðiþen, 11 boyalý 
470000;1.3 Multijet Lounge;2012;263000;Yarý Otomatik;Dizel;Siyah; 2 deðiþen, 5 boyalý 
420000;EVO 1.4 Dynamic;2011;142300;Yarý Otomatik;Benzin;Gri (Gümüþ); Tamamý orijinal 
625000;1.3 Multijet Popstar;2013;100000;Düz;Dizel;Beyaz; Tamamý orijinal 
580000;1.4 Popstar S&S;2016;76000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
540000;EVO 1.3 Multijet Dynamic;2011;172000;Düz;Dizel;Kýrmýzý; 1 boyalý 
330000;1.3 Multijet Dynamic;2006;275000;Düz;Dizel;Beyaz; Tamamý orijinal 
360000;Grande 1.4 Fire Fun;2009;159000;Düz;LPG & Benzin;Kýrmýzý; 1 deðiþen, 4 boyalý 
510000;Grande 1.4 Fire Active;2009;62000;Düz;Benzin;Beyaz; Tamamý orijinal 
460000;1.2 Pop;2012;147000;Düz;Benzin;Bordo; 2 deðiþen 
525000;1.4 Pop S&S;2013;127000;Düz;LPG & Benzin;Beyaz; 1 boyalý 
359500;Grande 1.3 Multijet Active;2008;358000;Düz;Dizel;Gri; 2 deðiþen, 5 boyalý 
457000;Grande 1.3 Multijet 1.3 Multijet;2011;285900;Düz;Dizel;Gri; 2 deðiþen, 4 boyalý 
555000;1.3 Multijet Pop;2013;137000;Düz;Dizel;Beyaz; Tamamý orijinal 
498000;1.3 Multijet Pop;2012;126500;Düz;Dizel;Beyaz; 1 boyalý 
358000;Grande 1.3 Multijet Active;2009;260000;Düz;Dizel;Gri (titanyum); 5 deðiþen, 6 boyalý 
480000;EVO 1.4 Dynamic;2011;196100;Düz;LPG & Benzin;Beyaz; 2 deðiþen, 1 boyalý 
365000;1.4 Dynamic;2004;266122;Düz;LPG & Benzin;Gri (Gümüþ); 11 boyalý 
560000;EVO 1.3 Multijet Dynamic;2011;124000;Düz;Dizel;Beyaz; Tamamý orijinal 
545000;EVO 1.4 Dynamic;2012;163000;Düz;LPG & Benzin;Siyah; Tamamý orijinal 
324000;1.3 Multijet Dynamic;2004;278000;Düz;Dizel;Yeþil (metalik); 4 boyalý 
428000;EVO 1.4 Active;2010;204000;Düz;LPG & Benzin;Gri; 6 boyalý 
605000;1.4 Lounge S&S;2013;162000;Düz;LPG & Benzin;Kýrmýzý; 3 boyalý 
440000;1.4 Easy S&S;2012;96000;Düz;Benzin;Mavi (metalik); Tamamý orijinal 
495000;EVO 1.3 Multijet Dynamic;2011;203500;Düz;Dizel;Beyaz; 1 deðiþen, 7 boyalý 
530000;1.3 Multijet Easy;2012;123000;Yarý Otomatik;Dizel;Beyaz; 2 deðiþen 
470000;Grande 1.4 Fire S&S;2012;141000;Düz;LPG & Benzin;Siyah; 1 deðiþen, 2 boyalý 
370000;Grande 1.4 Fire Active;2006;225000;Düz;LPG & Benzin;Mavi; Tamamý orijinal 
455000;Grande 1.4 Fire Active;2007;185000;Düz;LPG & Benzin;Siyah; 2 boyalý 
380000;Grande 1.3 Multijet Active;2008;206000;Düz;Dizel;Gri; Tamamý orijinal 
525000;EVO 1.4 Fire My Life;2012;170000;Yarý Otomatik;LPG & Benzin;Beyaz; 3 boyalý 
350000;1.3 Multijet Dynamic;2004;267000;Düz;Dizel;Yeþil; 1 deðiþen 
365000;1.3 Multijet Popstar;2014;188000;Düz;Dizel;Beyaz; 2 deðiþen, 3 boyalý 
490000;Grande 1.4 Fire Active;2011;163000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
480000;Grande 1.3 Multijet Active;2010;157000;Düz;Dizel;Gri (Gümüþ); 1 deðiþen, 1 boyalý 
500000;1.2 Pop;2013;189000;Düz;Benzin;Beyaz; Tamamý orijinal 
450000;EVO 1.3 Multijet Dynamic;2011;265500;Düz;Dizel;Gri; Tamamý orijinal 
490000;Grande 1.4 Fire Active;2011;54000;Düz;Benzin;Gri; Tamamý orijinal 
430000;EVO 1.3 Multijet Active;2011;237000;Düz;Dizel;Beyaz; 2 boyalý 
440000;EVO 1.3 Multijet Dynamic;2011;258000;Düz;Dizel;Gri (titanyum); 6 boyalý 
310000;1.3 Multijet Dynamic;2005;192000;Düz;Dizel;Gri; 1 deðiþen, 2 boyalý 
560000;Grande 1.4 Fire Dynamic;2010;147300;Yarý Otomatik;LPG & Benzin;Siyah; Tamamý orijinal 
625000;1.4 Popstar S&S;2016;88000;Düz;Benzin;Beyaz; Tamamý orijinal 
385000;1.4 Dynamic;2004;113500;Düz;Benzin;Kýrmýzý; Tamamý orijinal 
475000;1.4 Pop S&S;2012;235000;Düz;LPG & Benzin;Beyaz; 2 deðiþen, 1 boyalý 
390000;Grande 1.4 Fire Active;2008;260000;Yarý Otomatik;LPG & Benzin;Mavi (metalik); 1 deðiþen 
535000;1.4 Popstar S&S;2016;98000;Düz;Benzin;Gri; 1 deðiþen 
525000;Grande 1.3 Multijet Active;2011;117000;Düz;Dizel;Beyaz; Tamamý orijinal 
390000;Grande 1.3 Multijet Dynamic;2006;245000;Düz;Dizel;Lacivert; 4 boyalý 
378500;1.4 Dynamic;2004;125000;Düz;LPG & Benzin;Kýrmýzý; Tamamý orijinal 
450000;Grande 1.4 Fire Dynamic;2009;109000;Düz;Benzin;Siyah; 4 boyalý 
480000;1.3 Multijet Pop;2013;196700;Düz;Dizel;Beyaz; 8 boyalý 
319000;1.3 Multijet Dynamic;2004;332000;Düz;Dizel;Bordo; 2 deðiþen, 9 boyalý 
400000;Grande 1.4 Fire S&S;2012;240000;Düz;LPG & Benzin;Kýrmýzý; 2 deðiþen, 7 boyalý 
439000;Grande 1.4 Fire Dynamic;2009;153500;Düz;Benzin;Siyah; Tamamý orijinal 
545000;1.3 Multijet Pop;2012;89000;Düz;Dizel;Gri (titanyum); 3 boyalý 
495000;Grande 1.4 Fire S&S;2011;161500;Düz;LPG & Benzin;Kýrmýzý; Tamamý orijinal 
360000;Grande 1.3 Multijet Active;2007;353500;Düz;Dizel;Gri (metalik); 2 boyalý 
550000;EVO 1.3 Multijet Dynamic;2011;145500;Düz;Dizel;Gri (metalik); 1 deðiþen, 2 boyalý 
360000;1.3 Multijet Pop;2012;261000;Düz;Dizel;Gri; 3 deðiþen, 3 boyalý 
520000;1.4 Popstar S&S;2014;127500;Düz;LPG & Benzin;Gri (Gümüþ); 1 deðiþen, 2 boyalý 
375000;EVO 1.3 Multijet Active;2012;303000;Düz;Dizel;Beyaz; 1 deðiþen, 3 boyalý 
435000;Grande 1.3 Multijet Active;2010;210000;Düz;Dizel;Gri (Gümüþ); 1 deðiþen, 1 boyalý 
459000;Grande 1.4 Fire Active;2008;172500;Düz;LPG & Benzin;Kýrmýzý; 4 boyalý 
435000;Grande 1.3 Multijet Active;2008;218000;Düz;Dizel;Siyah; Tamamý orijinal 
360000;Grande 1.3 Multijet 1.3 Multijet;2011;280000;Düz;Dizel;Beyaz; 1 deðiþen, 4 boyalý 
555000;Grande 1.4 Fire Dynamic;2009;63000;Yarý Otomatik;Benzin;Siyah; Tamamý orijinal 
440000;1.4 Pop S&S;2012;160000;Düz;LPG & Benzin;Beyaz; 6 boyalý 
420000;Grande 1.3 Multijet 1.3 Multijet;2011;168000;Düz;Dizel;Gri; 1 deðiþen, 7 boyalý 
470000;Grande 1.2 S5;2010;180774;Düz;Benzin;Beyaz; 4 boyalý 
550000;1.3 Multijet Lounge;2012;68500;Düz;Dizel;Gri (metalik); 1 deðiþen, 2 boyalý 
495000;Grande 1.3 Multijet 1.3 Multijet;2012;218000;Düz;Dizel;Beyaz; 3 deðiþen, 7 boyalý 
355500;1.4 Dynamic;2007;243000;Yarý Otomatik;LPG & Benzin;Mavi; Tamamý boyalý 
550000;EVO 1.4 Dynamic;2011;130000;Yarý Otomatik;LPG & Benzin;Beyaz; Tamamý orijinal 
540000;1.4 Pop S&S;2012;127000;Yarý Otomatik;LPG & Benzin;Beyaz; 1 deðiþen, 2 boyalý 
490000;1.4 Pop S&S;2012;142000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
324000;Grande 1.3 Multijet Active;2006;230000;Düz;Dizel;Siyah; 2 deðiþen, 11 boyalý 
465000;1.3 Multijet Easy;2012;193200;Düz;Dizel;Bej; 1 deðiþen, 5 boyalý 
355000;Grande 1.3 Multijet Dynamic;2011;332000;Düz;Dizel;Beyaz; 2 deðiþen, 5 boyalý 
400000;Grande 1.4 Starjet Dynamic;2007;225000;Düz;LPG & Benzin;Gri; Tamamý orijinal 
415000;EVO 1.3 Multijet Active;2011;285000;Düz;Dizel;Gri; 1 deðiþen, 4 boyalý 
550000;EVO 1.4 Dynamic;2011;145000;Yarý Otomatik;Benzin;Beyaz; Tamamý orijinal 
330000;EVO 1.4 Fire Dynamic;2006;199600;Yarý Otomatik;Benzin;Kýrmýzý; 2 deðiþen, 5 boyalý 
400000;EVO 1.3 Multijet Dynamic;2011;259000;Düz;Dizel;Siyah; 4 boyalý 
412000;Grande 1.4 Fire Dynamic;2008;258000;Düz;Benzin;Kýrmýzý; 2 deðiþen, 2 boyalý 
455000;EVO 1.3 Multijet Active;2012;180000;Düz;Dizel;Beyaz; 3 boyalý 
490000;1.3 Multijet Popstar;2014;181000;Düz;Dizel;Beyaz; 4 boyalý 
469000;Grande 1.4 Fire Active;2010;164000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
305000;1.3 Multijet Dynamic;2006;281000;Düz;Dizel;Gri; 2 boyalý 
452500;Grande 1.4 Fire Dynamic;2010;174000;Düz;LPG & Benzin;Kýrmýzý; 1 deðiþen, 2 boyalý 
375000;Grande 1.4 Fire Active;2007;285000;Düz;LPG & Benzin;Kýrmýzý; 4 boyalý 
535000;1.2 Pop;2013;139250;Düz;Benzin;Beyaz; Tamamý orijinal 
600000;EVO 1.3 Multijet Dynamic;2012;80000;Düz;Dizel;Gri; 1 deðiþen, 1 boyalý 
440000;Grande 1.4 Fire Dynamic;2007;136000;Yarý Otomatik;Benzin;Gri (titanyum); 3 boyalý 
388000;Grande 1.4 Fire Active;2006;162000;Düz;LPG & Benzin;Siyah; 1 boyalý 
475000;1.3 Multijet Lounge;2012;121900;Düz;Dizel;Beyaz; 2 deðiþen 
225000;1.7 D;1998;37000;Düz;Dizel;Gri;Tamamý orijinal
;;;;;;;
517000;1.4 Popstar S&S;2015;66000;Düz;Benzin;Beyaz;1 deðiþen
540000;1.4 Popstar S&S;2016;88000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
525000;1.4 Popstar S&S;2016;128000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
555000;1.4 Popstar S&S;2015;95000;Düz;Benzin;Beyaz; Tamamý orijinal 
515000;1.4 Popstar S&S;2016;100000;Düz;LPG & Benzin;Kýrmýzý;1 boyalý
600000;1.4 Popstar S&S;2017;57000;Düz;LPG & Benzin;Füme;1 boyalý
595000;1.4 Popstar S&S;2016;95000;Düz;LPG & Benzin;Gri; Tamamý orijinal 
580000;1.4 Popstar S&S;2017;53000;Düz;Benzin;Beyaz; Tamamý orijinal 
550000;1.4 Popstar S&S;2016;98000;Düz;Benzin;Kýrmýzý; Tamamý orijinal 
448000;1.4 Popstar S&S;2014;117000;Düz;LPG & Benzin;Beyaz;1 deðiþen, 5 boyalý
475000;1.4 Popstar S&S;2016;97500;Düz;LPG & Benzin;Gri (Gümüþ); 3 boyalý 
365000;1.4 Popstar S&S;2014;198000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
583500;1.4 Popstar S&S;2017;49500;Düz;Benzin;Gri; Tamamý orijinal 
520000;1.4 Popstar S&S;2016;167000;Düz;LPG & Benzin;Gri (Gümüþ); Tamamý orijinal 
495000;1.4 Popstar S&S;2016;70500;Düz;Benzin;Beyaz; Tamamý orijinal 
510000;1.4 Popstar S&S;2014;120000;Düz;Benzin;Beyaz; Tamamý orijinal 
550000;1.4 Popstar S&S;2015;71000;Düz;Benzin;Gri (Gümüþ);2 boyalý
605000;1.4 Popstar S&S;2015;133000;Düz;Benzin;Beyaz;1 boyalý
549000;1.4 Popstar S&S;2015;76000;Düz;LPG & Benzin;Kýrmýzý;2 boyalý
595000;1.4 Popstar S&S;2015;121000;Düz;LPG & Benzin;Beyaz; Tamamý orijinal 
525000;1.4 Popstar S&S;2015;208000;Düz;Benzin;Beyaz; Tamamý orijinal 
515000;1.4 Popstar S&S;2015;193000;Düz;Benzin;Beyaz;1 deðiþen
580000;1.4 Popstar S&S;2015;59000;Düz;Benzin;Siyah; Tamamý orijinal 
510000;1.4 Popstar S&S;2015;95000;Düz;LPG & Benzin;Beyaz; 1 deðiþen, 2 boyalý 
585000;1.4 Popstar S&S;2017;78027;Düz;Benzin;Kýrmýzý;1 boyalý
600000;1.4 Popstar S&S;2017;85000;Düz;Benzin;Beyaz; Tamamý orijinal 
624950;1.4 Popstar S&S;2017;78000;Düz;Benzin;Mavi; Tamamý orijinal 
570000;1.4 Popstar S&S;2017;101500;Düz;LPG & Benzin;Beyaz;2 boyalý
